productid,productname,manufacturerid,composition,listprice,gender,category,color,description
376,danick wedge sneaker,691,Man-Made Materials,46.99,F,sneakers,Black,"All-over stud detail. Covered wedge 3.5"" heel. Padded collar and tongue with soft textile sock liner. Pieced synthetic leather construction. Rubber herringbone sole for traction. Triple buckle straps at vamp"
387,defeo chambray sneakers,164,Leather and Man Made Materials,54.99,M,sneakers,Grey,Leather upper. Metal logo plate on side. Pieced constructed. rubber sole. Self tie enclosure
391,demure low wedge sandal,691,Man-Made Materials,37.99,F,sandals,Black,"1 1/2"" wedged heel. Back zip closure. Flocked rubber sole. Hardware embellished vamp. Synthetic leather upper. Thong toe"
395,destiny crystal chain sandal,691,Man-Made Materials,68,F,sandals,Black,1 inch heel. Flat rubber sole. Rounded toe. Synthetic leather upper. US Sizing. Vamp embellished with studded jewels
377,dart 9 sneakers,630,"Synthetic and Textile Upper, Textile Insole, Rubber Sole",58,M,sneakers,Black,Breathable mesh upper. Flex grooves along the outsole allow the foot to move more fluidly throughout the gait cycle. Flex grooves along the outsole allow the foot to move more fluidly throughout the gait cycle. Lightly padded tongue and collar for added c
378,dazzle  bootie w/stone detail,691,Man-made materials,30.99,F,heels,Black,"2"" elevated front with spiked detail. 5.5 inch heel. Pointed toe. Rubber sole for traction. Spiked embellishments throughout heel. Synthetic suede upper. Zipper detail at side"
379,de ville ankle bootie w/faux fur,691,Man-made materials,13.99,F,boots,Grey,1 inch hidden platform. 4.5 inch heel. Faux fur lining. Smooth lining and soft insole. Stiletto stacked heel. Stunning pointy toe. Zipper and self tie closure
380,dean leather and canvas boots,823,"Leather Upper, Textile Insole, Rubber Sole",80,M,boots,Black,Coated canvas shell. Combination upper of leather and canvas. Cushioned footbed. Herringbone rubber outsole. Lightly padded tongue and collar. Signature logo on tongue and outer. Soft canvas lining
381,dean shoes,389,Man-made materials,14.99,M,casual shoes,Brown,1 inch heel. Classic lace up design. Contrasting trim. Cushioned insole. Rubber sole for traction. Stitch design on top. Synthetic leather upper
383,deckhand chukka,781,Canvas and Man Made Materials,24.99,M,sneakers,Blue,Canvas upper. Designer label on tongue and outer. Durable rubber sole. Mid top design. Slip on style. Stretch bungee cord for snug feeling. Tone on tone stitch
385,defeo blue chambray navy sneaker,164,"Leather, Textile and Man Made materials",38.99,M,sneakers,"Medium Wash,Navy",Contrast stitch. Hidden self tie lace detail. Leather and textile style material exterior. Printed designer logo with pieced emblem on side. Wingtip shoe design
386,defeo camo sneaker,164,"Leather and Textile Upper, Textile Insole, Rubber Sole",36.99,M,sneakers,Camo,Allover camouflage pattern upper. Concealed self-tie lace closure with flat laces. Durable rubber cupsole with herringbone pattern tread for traction. Leather wingtip toebox and heel panels. Printed logo on tongue with metal hardware piece on side. Stylis
388,defeo lowtop sneaker,164,"Leather and Textile Upper, Rubber Outsole",35.99,M,sneakers,"Green,White",Hidden self tie lace detail. Leather and textile style material exterior. Printed designer logo with pieced emblem on side. Wingtip shoe design
389,defeo sneaker,164,Leather and Man Made Materials,34.99,M,sneakers,Black,Hidden self tie lace detail. Leather and suede exterior. Printed designer logo with pieced emblem on side. Rubber outsole. Studded heel panel. Wingtip shoe design
390,delisa wedge sandal,691,Man-made materials,45.99,F,sandals,Multi,"4"" heel. Adjustable buckle closure. Lightly padded footbed. Open toe. Rubber outsole for grip. Stylish cut out wedge heel. Synthetic leather upper"
392,deondra donut wedge laceup w/buckles,691,Man-made materials,33.99,F,wedges,Beige,4 inch wedge heel with cut out design. Faux leather upper. Lace up enclosure with buckle detail. Lightly padded footbed. Open toe. Rubber sole. US Sizing
441,ease hi shoe,605,Textile Upper and Man-Made Sole,32.99,M,casual shoes,Charcoal,Mid-top design. Pieced design. Self tie lace closure
455,ella hightop zip side side sneaker,980,Man-made materials,29.99,M,sneakers,White,Hightop design. Rubber soles. Self tie closure. Side zipper
457,elma sandal,691,Man-made materials,22.99,F,sandals,Black,"4.5"" heel. Buckle closure. Faux suede upper with metallic and woven trim. Lightly padded footbed. Open toe. Rubber outsole for grip"
458,elmira,691,Man Made Material,25.99,F,flats,Tan,Floral lining. Flower and floral ribbon embellishment on toe box. Laser cut out detail. Rubber sole
393,designer mid,885,Leather and Man-Made materials,60.99,M,sneakers,Black,Grommet ventilation. Hi top design. Lace up closure with velcro strap. Padded tongue. Rubber outsole. Synthetic lightweight upper
394,designer mid sneaker,885,Textile and Man Made Materials,70,M,sneakers,"Black,Blue",Canvas and synthetic leather upper. Hi top design. Lace up closure. Non marking EVA flocked sole. Padded ankle lining. Reinforced textured toe
396,diamond patch sandal,521,Man-Made Materials,23.99,F,sandals,Black,3/4 inch heel. 3/4 inch wedged heel. Adjustable ankle strap. Covered back heel. Jewel embellished front strap. Rubber traction outsole. Thong inspired design
397,dicoco lo sneaker,164,Leather and Man Made Materials,42.99,M,sneakers,"Black,Blue","Classic self-tie lace closure. Cushioned insole. Designer emblem on side panels, tongue, and heel. Durable rubber sole for optimal traction. Heel pull for easy on and off. Leather and textile upper"
398,dieci mid,481,"Leather Upper, Textile Insole, Rubber Sole",30.99,M,sneakers,Green,Asymmetrical lace up enclosure. Durable rubber outsole. Gourmet logo on tongue. Mid Top design. Off center lace up enclosure. Smooth leather upper. Smooth leather upper with textured pieced detail
399,dig it back zip w/elastic,444,Man-Made Materials,32.99,F,wedges,"Dark Pink,Orange","4.5"" wedged heel and 2"" platform. Aztec print on wedge. Back zip closure. Contrasting man-made upper with crisscross straps at instep. Lightly cushioned man-made footbed. Man-made lining. Open toe. Rubber sole. US sizing"
400,dirty vulc sneakers,596,Leather upper and rubber sole,34.99,M,sneakers,Black,Contrast stitching. Contrast stitching. Dirty style rubber outsole. Dirty style rubber outsole. Embroidered grenade on the side. Embroidered grenade on the side. Leather upper. Leather upper. Self tie lace closure. Self tie lace closure with metal grommet
401,dirty vulc solid sneakers,596,Leather and Man-Made materials,21.99,M,sneakers,Black,Dirty style rubber outsole. Embroidered grenade on the side. Lo top design. Padded ankle. Self tie lace closure. Suede upper
402,displace hightop sneaker,568,"Synthetic Upper, Textile lining and Rubber Sole",33.99,M,sneakers,Black,"Brand logo on strap, side and heel. Mesh tongue. Patent leather-like accents. Rubber outsole. Synthetic upper. Velcro strap for snug fit"
403,divinana wedge,691,Man-made materials,27.99,F,wedges,Beige,"4"" wedge heel. Heel tab at back. Lightly padded footbed. Peep toe. Rubber sole. Slip on design with elastic support for snug fit. Stylish cut out in heel. Synthetic leather upper"
404,divya striped casual canvas sneaker,521,Man-Made Materials,21.99,F,sneakers,Blue,Canvas upper with all-over stripe print. Low profile. Padded insole. Round toe. Rubber sole. Slip on design with elastic for secure fit
405,dls 95 grant sneaker,568,"Textile Upper, Man-Made Materials",28.99,M,sneakers,Black,Classic self-tie lace closure. Durable rubber sole for optimal traction. Perforated toe ventilation. US sizing
406,dmx run 10 ice bottom sneakers,448,"Textile Upper, Textile Insole, Rubber Sole",120,M,sneakers,White,"Durable rubber sole. Logo on tongue, heel and outer. Low top design. Pull tab at heel. Self-tie lace closure. Textile upper. Tone on tone stitch"
468,"emma 10"" boots",179,Sheepskin and Man-Made materials,46.99,F,boots,Charcoal,Secure stitching on seams. Slip-on design. Suede exterior. Thick sheep skin and wool insulation. TPR outsole
491,f-13 classic,568,Man-Made Materials,49.99,M,sneakers,Black,Faux suede and faux leather composition. Mid top design. Padded air-mesh interior. Velcro strap across ankle
492,f-13 lightweight sneaker,568,"Synthetic upper,rubber sole",49.99,M,sneakers,Black,Fila logo on tongue and side. Lining and sock. Self tie closure. Strap at top of ankle. Synthetic upper
407,dmx run 10 sneakers,448,"Textile Upper, Textile Insole, Rubber Sole",100,M,sneakers,White,"Comfortable mesh uppers. Equipped with the one-and-only Moving Air Technology from Reebok that uses balance pods on the sole transferring air with each step for a smooth, cushioned ride. EVA midsole provide additional cushioning. Gilly lacing front with a"
408,docksides boat shoe,717,"Leather Upper, Rubber Sole",100,M,casual shoes,Black,Durable rubber sole with ridges for traction in wet conditions. Genuine moccasin  construction wraps the foot in a single piece of leather. Leather boat shoe lacing around ankle with non-corrosive brass eyelets. Smooth grain leather and suede upper with c
409,docksides waxed boat shoe,717,"Leather Upper, Rubber Sole",92.99,M,casual shoes,Brown,Durable rubber sole with ridges for traction in wet conditions. Genuine moccasin  construction wraps the foot in a single piece of leather. Leather boat shoe lacing around ankle with non-corrosive brass eyelets. Smooth grain leather upper with cloth logo 
410,domina laceup,691,Man-made materials,22.99,F,wedges,Beige,"4"" heel with 1"" platform. Peep toe opening. Self-tie lace closure with waxed rope laces. Stylish cut out wedge heel. Synthetic leather upper"
411,doo little boots,389,All man made materials,16.99,F,boots,Blue,Durable rubber sole for traction. Logo on outer. Pull tab at back. Self tie closure. Synthetic leather exterior
412,dorinda wedge w/ankle strap,691,Man-made materials,24.99,F,wedges,Beige,4 inch wedge heel. Ankle strap adjustment. Back zip closure. Basketweave trim. Faux leather upper. Lightly padded footbed. Open toe. Rubber sole. US Sizing
413,dots canvas sneaker,521,Canvas Upper and Rubber Sole,26.99,F,sneakers,"Navy,White",Canvas upper with all-over polka dot print. Low profile. Padded insole. Round toe. Rubber sole. Slip on design with elastic for secure fit
414,double dutch seasonal solids,373,Canvas Upper and Rubber sole,27.99,F,sneakers,Blue,"4 eyelet lace up. Classic canvas upper with contrast stitching. Flexible, textured rubber outsole. Soft breathable lining"
415,double dutch stripe,373,Canvas Upper and Rubber Sole,31.99,F,sneakers,"Lime Green,Blue","4 eyelet lace up. Classic canvas upper with pretty stripe pattern. Flexible, textured rubber outsole. Signature logo on tongue and heel. Soft breathable lining"
416,double strap flat sandal,691,Man-Made Materials,21.99,F,sandals,Beige,"Durable rubber sole with 1"" heel. Lightly padded footbed with toe strap. Synthetic leather upper. Wrap-around strap at ankle and instep with metal buckle closure. Zipper closure at back of heel"
417,doubleback classic sneakers,980,"Textile Upper, Textile Insole, Rubber Sole",29.99,M,sneakers,Black,Canvas upper. Durable rubber sole. Low top design. Self tie closure. Slim construction. Tone on tone stitch
419,dracoy adjustable casual canvas sneaker,521,Man-Made Materials,27.99,F,sneakers,Black,Boat shoe inspired canvas upper. Low profile. Padded insole. Round toe. Rubber sole. Slip on design with elastic for secure fit
420,dragon sneakers,514,Textile Suede,65,M,sneakers,Black,"Adidas logo on side, back heel and tongue. Cushioned sole for ultimate comfort. Durable rubber outsole. Lace closure. Lightweight suede and textile upper, with contrasting stripes down sides. Low top running shoe. Nylon upper for flexibility and light wei"
422,drift,885,Man Made Material,39.99,M,sneakers,Grey,Durable for long-term wear. EVA Helium Tech outsole. Lightweight Shoe. Logo on tongue. Self lace-up
424,driver shoes,980,Man-made materials,29.99,M,casual shoes,Beige,Eyelet accents. Raised stitching detail. Slip-on design. Soft faux leather material. True to size fit. Woven pattern
430,duramo slide sandals,514,Man Made Materials,20,M,sandals,Black,"Injected lightweight EVA outsole. Molded, soft EVA sole/upper unit. Signature Adidas stripes across top. Slip-on design"
421,dreama floral canvas sneaker,521,Man-Made Materials,23.99,F,sneakers,Black,Canvas upper with all-over floral print. Low profile. Padded insole. Round toe. Rubber sole. Slip on design with elastic for secure fit
423,driftcat 4 ferrari sf nm sneakers,959,"Leather and Synthetic Upper, Textile Insole, Rubber Sole",90,M,sneakers,White,Durable rubber sole with tire tread. Embroidered Puma Formstrip at lateral side and Cat Logo at medial side. Ferrari Shield logo at lateral side heel. Puma No. 1 Logo at tongue with embossed and embroidered Cat logos at side toe and heel. Self-tie lace cl
425,driving shoes,980,Man-made materials,72,M,casual shoes,Black,Buckle detail. Cushioned insole. Island style outsole. Moc Toe. Pieced woven design. Rubber sole for traction. Slip-on design. Synthetic leather upper. Synthetic leather upper with contrast stitching throughout. True to size fit
426,dual fusion bb nbk sneakers,630,Synthetic upper and rubber sole,58.99,M,sneakers,"Lime Green,Black,Grey","Dual-density foam midsole with firm Phylon carrier and soft interior Phylon core creates cushioning with support and stability. Solid rubber, data-informed outsole for durable traction on the court. Synthetic and mesh upper for snug support and breathabil"
427,dual fusion bb sneakers,630,Leather and Man-Made materials,53.99,M,sneakers,Grey,"Dual-density foam midsole combining soft and firmer cushioning for support. Fabric lining, cushioning insole. Lace-up front, padded collar. Rubber traction outsole. Synthetic and mesh upper in an athletic basketball style"
428,dual retro strap hightop sneaker,980,Man Made Materials,34.99,M,sneakers,Black,Adjustable Velcro strap. Contrasting flat sole. High top style. Pieced construction. Regular width. Self tie lace closure. Self tie lace closure with velcro strap. US sizing
429,duckboot mid,782,Leather and Man-made materials,22.99,M,boots,Tan,Designer label on side panel and tongue. Durable rubber sole for optimal traction. Extra ankle padding for superior support. Self-tie lace closure
432,earthkeepers casco bay canvas oxford sneakers,240,"Textile Upper, Textile Insole, Rubber Sole",65,M,sneakers,Black,100% organic cotton laces. 100% PET ReCanvas™ fabric upper is crafted from 100% recycled plastic bottles. 3 mm of OrthoLite® foam underfoot provides all-day comfort and support. Brushed synthetic suede footbed cover for comfort. Outsole unit is made with 
433,earthkeepers city premium chelsea full grain leather boots,240,Leather and man made materials,114.99,M,boots,Black,Designer logo on heel. Durable sole for traction. Genuine leather. High top design. Removable anti-fatigue footbed for all-day support. Self tie closure
434,earthkeepers hookset camp boat oxford shoes,240,Canvas Upper - Rubber Sole,75,M,casual shoes,Blue,100% organic cotton crunch canvas upper. 100% recycled PET mesh lining and footbed cover. 15% recycled durable rubber lug outsole. Anti-fatigue removable footbed. Traditional lace closure
435,earthkeepers hookset fabric chukka sneakers,240,"Canvas Upper, Canvas Lining  and Rubber Sole",85,M,sneakers,Blue,100% cotton for lightweight comfort. Canvas upper and lining. Chukka style shoe. Contrast outsole and foxing. Genuine leather detailing. Metal eyelets. Tonal stitching & laces
436,earthkeepers hookset handcrafted fabric oxford sneakers,240,"Textile Upper, Textile Insole, Rubber Sole",75,M,sneakers,Brown,100% cotton for lightweight comfort. 100% organic washed cotton canvas uppers. Canvas upper and lining. Chukka style shoe. Contrast outsole and foxing. Genuine leather detailing. Metal eyelets. Natural latex footbed for superior comfort. Natural latex sip
437,earthkeepers hookset handcrafted slip on shoe,240,"Canvas Upper, Canvas Lining  and Rubber Sole",75,M,casual shoes,Black,100% organic-washed cotton canvas upper with dual vamp goring that allows for easy on-and-off wear. Natural latex footbed massages the foot with each and every step you take. Natural latex outsole delivers long-lasting durability on a variety of surfaces.
438,earthkeepers hookset oxford shoes,240,"Canvas Upper, Canvas Lining  and Rubber Sole",75,M,casual shoes,Blue,100% organic cotton crunch canvas upper. 100% recycled PET mesh lining and footbed cover. 15% recycled durable rubber lug outsole. Anti-fatigue removable footbed. Traditional lace closure. US sizing
439,earthkeepers mount holly duck boots,240,Genuine Leather and Man-Made Materials,65.99,F,boots,White,Canvas and  genuine leather components. Front rubber toe bumper. Fur inside lining. Official designer logo on outer sole. Padded footbed for added comfort. Rubber outsole for durability and traction. Side zipper closure. Waterproof exterior
440,earthkeepers rugged escape boots,240,Leather and man made materials,83.99,M,boots,Olive,Designer logo on heel. Durable sole for traction. Genuine leather. High top design. Removable anti-fatigue footbed for all-day support. Self tie closure
442,effect sneakers,276,"Leather Upper, Rubber Sole",50.99,M,sneakers,Black,Durable rubber sole. Durable rubber sole. Extra laces included. Extra laces included. Lace-up closure. Lace-up closure. Logo appliqué on side. Padded tongue and collar. Pieced canvas upper. Pieced leather upper
443,el ace 2 pn mid sneakers,959,"Textile Upper, Textile Insole, Rubber Sole",63.99,M,sneakers,Grey,Designer logo on heel and tongue. Mid top design. Perforated trim throughout. Self tie lace closure. Synthetic upper and Rubber sole. Two toned. US Sizing
444,el ace 3 l sneakers,959,"Leather and Textile Upper, Rubber Outsole",65,M,sneakers,Black,Durable rubber sole. Leather and textile upper. Low top design. Mesh lining. Padded collar and tongue. Rubber flaps on side with embossed Puma logo. Self-tie lace closure
445,el ace 3 mixed sneakers,959,"Textile Upper, Textile Insole, Rubber Sole",70,M,sneakers,Grey,Contrast stitching. Lace up closure. Logo tag on tongue. Low profile. Rubber outsole. Suede and textile upper. Textile lining
446,el rey future sneakers,959,Synthetic Upper and Rubber Sole,85,M,sneakers,Black,A tongue pull loop and heel pull tab makes it easy to take it off and put it on. Adjustable hook-and-loop collar strap provides optimal fit. Bootie construction with a cushioned footbed provides enhanced comfort and a great fit. Rubber midsole for cushion
447,elden fold over sneaker,521,Man made materials,15.99,F,sneakers,"Black,Grey",Canvas lining. Contrast toe box. Designer emblem with rhinestone embellishments. Fold over detail with snap button. Self tie lace closure. US sizing
527,floral thong sandal,691,Man-Made Materials,14.99,F,sandals,Gold,Faux leather upper. Rhinestone embellished floral appliqué on front. Rubber sole. Synthetic upper. Thong inspired
541,fringe boot,691,All man made materials,20.99,F,boots,Red,Fringe detail throughout. Tone on tone contrasted stitching. US sizing. Zipper closure on side
544,frisk key wedge,444,Man-Made Materials,45.99,F,wedges,White,5 inch wedged heel. Adjustable ankle strap. Faux leather upper with gold detail. Open toe. Padded footbed. Rubber sole. US sizing
448,elden fold over sneeaker,521,Man Made Materials,12.99,F,sneakers,Red,Canvas lining. Contrast toe box. Designer emblem with rhinestone embellishments. Fold over detail with snap button. Self tie lace closure. US sizing
449,elden foldover sneaker,521,Canvas Upper and Rubber Sole,34.99,F,sneakers,Pink,Canvas lining. Contrasting toe box. Designer emblem with rhinestone embellishments. Fold over detail with snap button. Self tie lace closure. US sizing
450,elektra denim gold dust sneaker,521,Man-Made Materials,18.99,F,sneakers,Black,Classic basketball high top design. Self tie lace closure with metal eyelets. Snap buttons on side for roll down style. Strap with logo embossed buckle closure along back of heel. Vulcanized rubber sole with smooth foxing and printed logo on back. Worn de
451,elektra python sneaker,521,Man-Made Materials,19.99,F,sneakers,Black,"Classic basketball high top design. Self tie lace closure with metal eyelets. Snakeskin-textured upper with metallic, reflective flakes throughout. Snap buttons on side for roll down style. Strap with logo embossed buckle closure along back of heel. Vulca"
452,elektra sneaker,521,Man Made Materials,13.99,F,sneakers,Orange,Apple emblem on side. Hightop design with foldable feature to make a mid top look. Rubber outsole. Self tie lace closure. Snap button detail
453,eleri ankle bootie w/toe plate,691,Man-Made Materials,34.99,F,boots,Black,2.5 inch heel. Ankle height boots. Cushioned insole. Faux suede upper. Flocked sole. Gold toe plate. Stitch detail. Zipper enclosure
454,elijah sneaker,521,Man-Made Materials,22.99,F,sneakers,Black,Apple emblem on side. Hightop design with foldable feature to make a mid top look. Rubber outsole. Self tie lace closure. Snap button detail
456,elle perforated flats,691,Man-Made Materials,23.99,F,flats,Black,Floral applique on front. Lightly padded lining and footbed. Rubber sole. Slip on design with round peep toe. Synthetic leather upper
459,elmira floral perforated flats,691,Man-Made Materials,21.99,F,flats,Cream,Floral-patterned bow and socklining. Lightly padded footbed with open toe. Rubber sole. Synthetic leather upper with laser-cut out pattern
460,elois foldover tribal print trim sneaker,521,Man made materials,13.99,F,sneakers,Silver,Designer emblem with rhinestone embellishments. Fold over detail with snap button. Self tie lace closure. US sizing
462,elton plaid sneaker,521,Man-made materials,21.99,F,sneakers,Black,Apple emblem on side. Canvas upper with plaid interior lining. Hightop design with foldable feature to make a mid top look. Rubber outsole. Self tie lace closure. Snap button detail
463,elton sneaker,521,"Textile Upper, Textile Insole, Rubber Sole",24.99,F,sneakers,Blue,Canvas lining. Canvas lining. Designer emblem with rhinestone embellishments. Designer emblem with rhinestone embellishments. Fold over detail with snap button. Metal eyelets. Self tie lace closure. US sizing
464,elyse metallic detail pump,691,Man-Made Materials,46.99,F,heels,Beige,"5 1/2"" heel and 1 1/2"" platform. Round peep toe. Soft lining and footbed. Synthetic suede upper with all-over metallic design. Zipper closure at back"
465,em laser cutout laceup wedge,691,Man-Made Materials,37.99,F,wedges,Beige,"5.25"" heel with 1.5"" platform. Lace up closure with metal strap and buckle at ankle. Laser cut patterned perforations on upper. Stylish open-toe wedge shoe. Synthetic leather construction"
554,gazelle 2 w sneakers,514,Man-made materials,35.99,F,sneakers,Pink,"Classic, 3-stripe design on sides. Flat rubber sole. Textile upper"
557,gemini faux animal skin pump,691,Man-made materials,29.99,F,heels,Black,1 inch platform. 5 inch heel. Faux animal skin upper. Lightly padded footbed. Mock-rubber TPR sole. US Sizing
563,gilligan mid vlc sneakers,116,"Leather Upper, Textile Insole, Rubber Sole",33.99,M,sneakers,Maroon,Four eye holes. Lacing details. Leather classic high top boat shoe. Rubber outsole
466,emina boot,691,Man-made materials,19.99,F,boots,Black,Buckle and latch on side ankle. Durable rubber wedge sole. Faux fur lining and trim. Pieced panels. Rounded toe box. Textured synthetic leather construction
467,emina sherpa lined wedge boot,691,Man-made materials,22.99,F,boots,Neutral,Buckle and latch on side ankle. Durable rubber wedge sole. Faux fur lining and trim. Pieced panels. Rounded toe box. Textured synthetic leather construction
469,emma sue platform shoe w/studs,444,Textile and Man Made Materials,35.99,F,wedges,Black,"2.5"" platform heel. 2.5"" platform heel. Canvas upper with all-over camo print. Lace up closure. Lace up closure. Lightly padded footbed. Lightly padded footbed. Petite stud accents. Petite stud accents. Pointed toe. Pointed toe. Rubber sole. Rubber sole. "
470,emmy bootie w/strap detail,691,Man-Made Materials,41.99,F,boots,Black,3 inch heel. Cushioned insole. Man-made sole. Round toe. Synthetic upper with strap detail. Tone on tone stitch. Zipper enclosure
471,encore faux fur lined boots,695,Man-made materials,35.99,M,boots,Black,Durable rubber sole for traction. Faux interior fur lining. Lace-up design. Rocawear logo on tongue. Synthetic leather upper
472,endura boot,450,Textile and Leather,120,M,boots,Black,Adjustable ankle strap ensuring joint safety. Canvas and leather upper. Flexible footbed for ideal agility while extreme hiking. Reinforced tab at heel for easy slip-on ability. Shearling faux fur membrane ensuring optimal warmth
473,endura boots,450,Textile and Leather,120,M,boots,"Brown,Olive",Adjustable ankle strap ensuring joint safety. Canvas and leather upper. Flexible footbed for ideal agility while extreme hiking. Padded reinforced mesh lining. Reinforced tab at heel for easy slip-on ability
474,erica vintage dot canvas sneaker,179,"Canvas Upper, Canvas Lining  and Rubber Sole",25,F,sneakers,Orange,Canvas footbed. Collapsible heel for versatile slip-on wear. Exposed stitched vamp and heel detail adds interest. Faux vulcanized outsole. Stretch gore insert provides a customized fit. Vintage polka dotted canvas upper
475,erin sherpa line wedge ankle bootie,691,All man made materials,16.99,F,boots,Black,4 inch wedge heel. Contrasting stitch. Durable rubber sole for traction. Self tie enclosure. Synthetic suede upper
476,ernes canvas sneaker,521,"Textile Upper, Textile Insole, Rubber Sole",23.99,F,sandals,Black,Classic athletic silhouette. Embroidered Apple Bottoms logo on side. Pieced woven canvas upper. Rubber toe cap and vulcanized sole with stripe. Strap and logo-embossed metal buckle closure around backside of ankle. Strap and metal buckle closure on vamp. 
477,ernes sneaker,521,Man-made materials,17.99,F,sneakers,Navy,Designer emblem with rhinestone embellishments. Durable rubber sole. Strap detail closure. Strap detail with buckle closure. US sizing. Zipper feature on side
478,euro sprint hiker boots,240,Leather and Man Made Materials,79.99,M,boots,Black,Designer logo on heel and side. EVA dual-density cushioning midsole. Leather upper. Mesh lining and removable cushioned insolee. Metal lacing system. Padded tongue and collar. Rubber traction outsole
479,eva faux suede platform w studded heel,565,Man Made Material,32.99,F,heels,Black,"5"" Wedge heel with 2"" elevated platform toe. 6"" Wedge heel with 2"" elevated platform toe. Faux Suede upper. Rounded closed toe. Rubber outsole for grip. Studded design on heel"
480,evelyn midtop sneaker,970,"PU Leather Upper, TPR Sole",30.99,F,sneakers,"Black,Red",Designer logo on tongue and outer. Full lace up closure. Mid top design. Padded tongue and collar. Perforated detail. Synthetic leather exterior
481,everast boots,116,"Leather Upper, Textile Insole, Rubber Sole",84.99,M,boots,Black,Contrast stitching throughout with stitching embellishments on outside of heel and toe cap. Contrasting rubber sole with ridges for all-terrain traction. Pieced leather upper. Pieced oiled nubuck upper. Self-tie lace closure with metal eyelets and waved r
482,evospeed mid bmw sneakers,959,Leather and Man Made Materials,130,M,sneakers,Blue,"Asymmetrical, Z-strap hook-and-loop closure system for optimal fit. Exclusive, BMW Motorsports-specific upper complete with BMW Propeller logo and team logo detail. Full-grain leather uppers with synthetic leather trimmings. Internal Ever Fit Cage with a "
483,evospeed mid mamgp nm formula 1 racing sneakers,959,Leather and Man Made Materials,130,M,sneakers,White,"Asymmetrical, Z-strap hook-and-loop closure system for optimal fit. Embossed Mercedes Benz logo at heel. Full-grain leather uppers with synthetic leather trimmings. Internal Ever Fit Cage with a minimalistic, function-first design that focuses on Light, F"
484,ex o fit plus hi sneakers,448,Leather Upper and Rubber Sole,50.99,M,sneakers,Black,Central lacing system with metallic D-ring eyelets for secure fit. EVA midsole. Gum-rubber detailing on the toe-bumper and heel for extra durability. Gum-rubber outsole for traction. Padded collar with adjustable hook-and-loop ankle strap for optimal fit 
485,exofit hi clean logo r12 sneakers,448,"Leather Upper, Textile Insole, Rubber Sole",80,M,sneakers,Black,Classic athletic high top silhouette. Cushioned insole for comfort. Die cut EVA midsole provides a comfortable ride and impact absorption. Dual-layer die cut EVA midsole provides a comfortable ride and impact absorption. Durable rubber sole with ridges fo
486,exofit hi clean r12 sneakers,448,"Leather Upper, Textile Insole, Rubber Sole",80,M,sneakers,White,Classic athletic high top silhouette. Die cut EVA midsole provides a comfortable ride and impact absorption. Durable rubber sole with ridges for traction. Padded collar and tongue. Pieced leather upper. Self-tie lace closure with strap at top of tongue
487,exofit plus hi sneakers,448,"Leather Upper, Textile Insole, Rubber Sole",85,M,sneakers,Blue,Classic athletic high top silhouette. Die cut EVA midsole provides a comfortable ride and impact absorption. Durable rubber sole with ridges for traction. Mesh padded collar and tongue. Padded collar and tongue. Pieced leather upper. Pieced leather upper 
488,exofit plus hi txt r13,448,"Textile Upper, Textile Insole, Rubber Sole",85,M,sneakers,Black,Brass button on strap to mimic a real button on a pair of jeans. EVA midsole for excellent shock absorption. Heavy weighted denim upper with thick tex contrast stitching. High abrasion rubber outsole for increased durability. Leather tongue patch to resem
489,explosion high sequin boot,565,Man-Made Materials,30.99,F,boots,Silver,"5 1/2"" heel, 1 1/4"" platform, 16"" shaft. Color is Pewter. Knee high boot with lilac-pewter sequins upper. Synthetic patent leather toe. Zipper on inside of shaft"
490,express hightop athletic sneaker,573,Leather and Man-Made materials,16.99,M,sneakers,Black,Classic hi-top profile. Cushioned lining. Leather upper. Logo embossed hardware piece in lace eyelet. Pieced construction. Rubber sole. Rubber sole with toe cap. Signature Cadillac logo on tongue and outer cross lace strap
493,f-13 lite hightop sneaker,568,"Synthetic Upper, Textile Insole, Rubber Sole",64.99,M,sneakers,"Black,Blue","Padded collar with strap across top of tongue. Perforated toe and side panels with embroidered Fila logo on side and ankle. Pieced synthetic leather upper. Self tie lace closure. Synthetic patent leather applique across sides and ankle. Vulcanized, herrin"
494,f-13 lite sneaker,568,"Synthetic Upper, Textile Insole, Rubber Sole",59.99,M,sneakers,Black,Contrasting rubber sole. Fila logo on tongue and side. Lining and sock. Self tie closure. Strap at top of ankle. Synthetic upper. Velcro strap at top of ankle
495,f-13 sl hightop sneaker,568,Man Made Material,70,M,sneakers,Black,"Cushioned ankle. Durable rubber sole. Lace-up and velcro closure. Leather and synthetic upper. Lining and sock. Mesh interior. Mesh tongue and lining. Patent leather-like accents along lace closure, tongue and ankle. Perforated toe. Rubber sole with flock"
496,f-13 sl sneaker,568,"Leather Upper, Textile Lining and Rubber Sole",65,M,sneakers,Black,"Durable rubber sole. FILA logo on tongue, heel and outer. Leather and synthetic upper. Mesh tongue and lining. Velcro strap across tongue"
497,f-13 sle,568,Leather Upper and Rubber Sole,59.99,M,sneakers,"Navy,Red,White","Cushioned ankle rest. Leather accents along lace closure, tongue and ankle. Leather and synthetic upper. Mesh interior lining. Perforated detail on exterior. Strap at top of ankle. Traditional lace-up and velcro closure"
